player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,location
4707481,M. Imariagbe,32,5,11,1,1,8,12,4,7,11,1,1,0,4,1,19,Houston Christian,New Orleans,FALSE,TRUE,2024-02-05,A
5176563,J. Alvarez,30,3,13,0,1,1,3,0,4,4,0,0,1,3,1,7,Houston Christian,New Orleans,FALSE,TRUE,2024-02-05,A
4897576,B. Maring,18,0,6,0,0,2,2,3,3,6,1,0,0,1,2,2,Houston Christian,New Orleans,FALSE,TRUE,2024-02-05,A
5106783,D. Capriotti,29,0,3,0,3,2,2,0,2,2,0,0,0,0,2,2,Houston Christian,New Orleans,FALSE,TRUE,2024-02-05,A
4897953,M. Greene,33,6,12,2,6,2,2,0,4,4,2,1,1,5,2,16,Houston Christian,New Orleans,FALSE,TRUE,2024-02-05,A
5176564,Po. Bazil,20,2,3,1,1,0,1,1,2,3,1,1,0,0,2,5,Houston Christian,New Orleans,FALSE,FALSE,2024-02-05,A
5107310,N. Hudson,10,0,0,0,0,1,2,2,0,2,0,0,0,1,0,1,Houston Christian,New Orleans,FALSE,FALSE,2024-02-05,A
4897352,T. Moore,8,0,1,0,1,2,2,0,2,2,1,0,0,0,0,2,Houston Christian,New Orleans,FALSE,FALSE,2024-02-05,A
5107306,Pi. Bazil,20,2,6,0,1,0,2,0,0,0,1,0,0,1,1,4,Houston Christian,New Orleans,FALSE,FALSE,2024-02-05,A
NA,TEAM,NA,18,55,4,14,18,28,12,25,37,7,3,2,15,11,58,Houston Christian,New Orleans,FALSE,FALSE,2024-02-05,A
