player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,game_id,location
5109033,A. Mukeba Jr.,34,5,8,0,0,1,1,1,4,5,2,2,0,1,1,11,Kansas City,NA,FALSE,TRUE,2022-12-31,401470189,NA
4701990,J. Ngandu,34,2,4,0,0,3,4,1,6,7,1,1,2,1,3,7,Kansas City,NA,FALSE,TRUE,2022-12-31,401470189,NA
5109034,T. Andrews,23,2,4,0,2,0,2,1,1,2,1,0,0,2,2,4,Kansas City,NA,FALSE,TRUE,2022-12-31,401470189,NA
4897232,S. Allen,33,7,11,1,3,2,3,1,1,2,4,1,1,1,3,17,Kansas City,NA,FALSE,TRUE,2022-12-31,401470189,NA
4397284,R. Mitchell,39,7,15,6,13,7,7,0,4,4,2,1,0,5,0,27,Kansas City,NA,FALSE,TRUE,2022-12-31,401470189,NA
5109029,Pro. Idiaru,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Kansas City,NA,FALSE,FALSE,2022-12-31,401470189,NA
5109035,J. Sullivan,12,2,2,0,0,0,0,1,2,3,0,1,0,1,2,4,Kansas City,NA,FALSE,FALSE,2022-12-31,401470189,NA
5109027,E. Dimou,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Kansas City,NA,FALSE,FALSE,2022-12-31,401470189,NA
4711705,B. Diallo,19,2,2,1,1,0,0,1,2,3,2,2,0,1,1,5,Kansas City,NA,FALSE,FALSE,2022-12-31,401470189,NA
4593971,S. Martin,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Kansas City,NA,FALSE,FALSE,2022-12-31,401470189,NA
NA,TEAM,NA,27,46,8,19,13,17,8,23,31,12,8,3,17,14,75,Kansas City,NA,FALSE,FALSE,2022-12-31,401470189,NA
