player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,game_id,location
5109033,A. Mukeba Jr.,33,2,2,0,0,4,8,6,6,12,2,2,1,3,1,8,Kansas City,NA,TRUE,TRUE,2022-12-03,401489586,NA
5109029,Pro. Idiaru,23,1,4,0,0,0,2,0,4,4,1,0,1,3,2,2,Kansas City,NA,TRUE,TRUE,2022-12-03,401489586,NA
4897232,S. Allen,37,3,12,0,1,7,9,1,4,5,4,1,0,5,3,13,Kansas City,NA,TRUE,TRUE,2022-12-03,401489586,NA
4711705,B. Diallo,28,0,2,0,1,0,0,2,6,8,2,1,1,2,2,0,Kansas City,NA,TRUE,TRUE,2022-12-03,401489586,NA
4397284,R. Mitchell,40,8,21,6,13,5,5,2,5,7,1,3,0,3,2,27,Kansas City,NA,TRUE,TRUE,2022-12-03,401489586,NA
5109028,Pre. Idiaru,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Kansas City,NA,TRUE,FALSE,2022-12-03,401489586,NA
4701990,J. Ngandu,21,3,3,0,0,0,0,2,4,6,1,0,1,0,3,6,Kansas City,NA,TRUE,FALSE,2022-12-03,401489586,NA
5109035,J. Sullivan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kansas City,NA,TRUE,FALSE,2022-12-03,401489586,NA
5109027,E. Dimou,15,2,4,1,3,0,0,0,2,2,0,0,0,2,1,5,Kansas City,NA,TRUE,FALSE,2022-12-03,401489586,NA
4593971,S. Martin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kansas City,NA,TRUE,FALSE,2022-12-03,401489586,NA
NA,TEAM,NA,19,48,7,18,16,24,15,35,50,11,7,4,20,15,61,Kansas City,NA,TRUE,FALSE,2022-12-03,401489586,NA
