player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,game_id,location
5109033,A. Mukeba Jr.,23,2,4,0,0,1,1,2,3,5,2,0,0,1,4,5,Kansas City,NA,FALSE,TRUE,2022-12-10,401489587,NA
5109029,Pro. Idiaru,15,1,5,0,1,0,0,1,0,1,0,0,0,0,4,2,Kansas City,NA,FALSE,TRUE,2022-12-10,401489587,NA
4897232,S. Allen,38,9,21,2,2,8,8,1,3,4,3,4,0,7,4,28,Kansas City,NA,FALSE,TRUE,2022-12-10,401489587,NA
4711705,B. Diallo,33,2,3,1,1,0,1,3,5,8,1,3,0,2,0,5,Kansas City,NA,FALSE,TRUE,2022-12-10,401489587,NA
4397284,R. Mitchell,39,6,20,1,9,3,3,4,1,5,2,1,0,0,2,16,Kansas City,NA,FALSE,TRUE,2022-12-10,401489587,NA
5109028,Pre. Idiaru,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Kansas City,NA,FALSE,FALSE,2022-12-10,401489587,NA
4701990,J. Ngandu,23,1,2,0,0,0,2,2,1,3,0,1,1,1,5,2,Kansas City,NA,FALSE,FALSE,2022-12-10,401489587,NA
5109035,J. Sullivan,6,0,1,0,0,0,0,1,1,2,0,0,1,0,2,0,Kansas City,NA,FALSE,FALSE,2022-12-10,401489587,NA
5109034,T. Andrews,14,2,5,1,3,1,2,0,3,3,1,0,0,0,1,6,Kansas City,NA,FALSE,FALSE,2022-12-10,401489587,NA
5109027,E. Dimou,4,0,3,0,3,0,0,0,0,0,1,1,0,1,0,0,Kansas City,NA,FALSE,FALSE,2022-12-10,401489587,NA
4593971,S. Martin,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kansas City,NA,FALSE,FALSE,2022-12-10,401489587,NA
NA,TEAM,NA,23,64,5,19,13,17,19,18,37,10,10,2,12,24,64,Kansas City,NA,FALSE,FALSE,2022-12-10,401489587,NA
