player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,game_id,location
5109033,A. Mukeba Jr.,20,1,3,0,0,2,2,2,4,6,0,0,1,0,5,4,Kansas City,NA,FALSE,TRUE,2022-12-29,401470184,NA
5109029,Pro. Idiaru,15,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,Kansas City,NA,FALSE,TRUE,2022-12-29,401470184,NA
4701990,J. Ngandu,45,3,7,0,0,1,2,3,3,6,2,0,5,2,2,7,Kansas City,NA,FALSE,TRUE,2022-12-29,401470184,NA
4897232,S. Allen,54,12,29,3,8,7,9,2,4,6,0,3,1,2,4,34,Kansas City,NA,FALSE,TRUE,2022-12-29,401470184,NA
4397284,R. Mitchell,38,4,17,3,13,3,3,0,2,2,6,1,0,3,5,14,Kansas City,NA,FALSE,TRUE,2022-12-29,401470184,NA
5109028,Pre. Idiaru,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Kansas City,NA,FALSE,FALSE,2022-12-29,401470184,NA
5109035,J. Sullivan,32,2,7,1,3,0,0,0,5,5,0,1,0,1,1,5,Kansas City,NA,FALSE,FALSE,2022-12-29,401470184,NA
5109034,T. Andrews,23,5,9,1,3,1,2,1,0,1,1,0,1,0,4,12,Kansas City,NA,FALSE,FALSE,2022-12-29,401470184,NA
5109027,E. Dimou,9,1,2,1,2,0,0,0,2,2,1,0,1,1,0,3,Kansas City,NA,FALSE,FALSE,2022-12-29,401470184,NA
4711705,B. Diallo,32,2,5,0,0,0,0,2,3,5,2,1,0,0,4,4,Kansas City,NA,FALSE,FALSE,2022-12-29,401470184,NA
4593971,S. Martin,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Kansas City,NA,FALSE,FALSE,2022-12-29,401470184,NA
NA,TEAM,NA,30,81,9,30,14,18,13,27,40,12,6,9,9,35,83,Kansas City,NA,FALSE,FALSE,2022-12-29,401470184,NA
