player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,location
4703977,M. Ebonkoli,14,3,3,0,0,0,0,1,1,2,0,0,1,0,1,6,Kansas City,NA,FALSE,TRUE,2025-03-09,NA
5177744,C. Faas,22,0,7,0,4,2,2,0,2,2,0,0,0,1,2,2,Kansas City,NA,FALSE,TRUE,2025-03-09,NA
5177743,J. Brown,39,5,15,1,7,8,8,3,8,11,3,0,0,1,2,19,Kansas City,NA,FALSE,TRUE,2025-03-09,NA
5177741,J. Petty,36,1,6,0,4,3,4,0,5,5,1,0,1,1,4,5,Kansas City,NA,FALSE,TRUE,2025-03-09,NA
4711705,B. Diallo,13,3,4,1,2,4,4,0,1,1,0,1,0,1,4,11,Kansas City,NA,FALSE,TRUE,2025-03-09,NA
5109033,A. Mukeba Jr.,25,7,8,0,0,1,1,3,5,8,2,1,1,1,1,15,Kansas City,NA,FALSE,FALSE,2025-03-09,NA
4701990,J. Ngandu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kansas City,NA,FALSE,FALSE,2025-03-09,NA
5109034,T. Andrews,19,5,7,3,4,2,2,0,3,3,0,1,0,2,1,15,Kansas City,NA,FALSE,FALSE,2025-03-09,NA
5109031,C. Glasgow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kansas City,NA,FALSE,FALSE,2025-03-09,NA
4593063,K. Courseault,30,4,8,0,2,3,4,1,2,3,3,1,0,0,5,11,Kansas City,NA,FALSE,FALSE,2025-03-09,NA
NA,TEAM,NA,28,58,5,23,23,25,9,27,36,9,4,3,9,20,84,Kansas City,NA,FALSE,FALSE,2025-03-09,NA
