player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,location
5177253,N. Fouts,14,0,3,0,2,0,0,0,2,2,0,1,0,0,1,0,Le Moyne,San Diego,FALSE,TRUE,2023-11-17,A
4433091,L. Sutherland,22,3,8,3,6,0,0,0,3,3,0,0,0,0,3,9,Le Moyne,San Diego,FALSE,TRUE,2023-11-17,A
5108058,K. Cleary,24,3,8,1,3,0,0,2,4,6,3,0,0,2,3,7,Le Moyne,San Diego,FALSE,TRUE,2023-11-17,A
4702786,D. Jones Jr.,28,4,8,2,5,1,3,1,2,3,0,0,0,3,1,11,Le Moyne,San Diego,FALSE,TRUE,2023-11-17,A
4432965,M. DePersia,30,4,10,1,5,3,3,0,3,3,6,5,0,2,4,12,Le Moyne,San Diego,FALSE,TRUE,2023-11-17,A
5177252,O. Owens,26,9,14,1,3,2,8,3,5,8,2,1,2,3,3,21,Le Moyne,San Diego,FALSE,FALSE,2023-11-17,A
5177250,T. Mosquera,9,1,3,0,2,0,0,0,0,0,3,0,0,1,2,2,Le Moyne,San Diego,FALSE,FALSE,2023-11-17,A
5177246,I. Salter,24,2,5,2,5,0,0,0,1,1,4,2,0,2,0,6,Le Moyne,San Diego,FALSE,FALSE,2023-11-17,A
4397701,N. McClure,23,1,2,1,2,0,0,1,1,2,1,2,0,0,2,3,Le Moyne,San Diego,FALSE,FALSE,2023-11-17,A
NA,TEAM,NA,27,61,11,33,6,14,9,22,31,19,11,2,13,19,71,Le Moyne,San Diego,FALSE,FALSE,2023-11-17,A
