player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,location
5177252,O. Owens,17,2,7,0,0,2,2,3,4,7,0,0,1,0,2,6,Le Moyne,Merrimack,TRUE,TRUE,2024-01-13,H
4433091,L. Sutherland,22,2,9,1,4,0,0,0,5,5,1,0,1,3,1,5,Le Moyne,Merrimack,TRUE,TRUE,2024-01-13,H
5108058,K. Cleary,22,4,5,3,4,5,6,2,2,4,2,0,0,3,4,16,Le Moyne,Merrimack,TRUE,TRUE,2024-01-13,H
4432965,M. DePersia,25,0,1,0,0,2,3,1,4,5,2,1,1,0,4,2,Le Moyne,Merrimack,TRUE,TRUE,2024-01-13,H
4397701,N. McClure,20,2,3,1,2,0,0,0,1,1,0,0,1,2,1,5,Le Moyne,Merrimack,TRUE,TRUE,2024-01-13,H
5177253,N. Fouts,20,4,8,2,2,0,0,1,0,1,1,1,0,2,0,10,Le Moyne,Merrimack,TRUE,FALSE,2024-01-13,H
5177250,T. Mosquera,22,2,7,1,4,0,0,0,3,3,3,0,0,1,0,5,Le Moyne,Merrimack,TRUE,FALSE,2024-01-13,H
5177247,AJ Dancler,19,3,8,1,2,0,0,1,5,6,0,0,0,2,3,7,Le Moyne,Merrimack,TRUE,FALSE,2024-01-13,H
5177246,I. Salter,30,2,6,0,3,2,2,3,4,7,2,1,0,1,2,6,Le Moyne,Merrimack,TRUE,FALSE,2024-01-13,H
4702786,D. Jones Jr.,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Le Moyne,Merrimack,TRUE,FALSE,2024-01-13,H
NA,TEAM,NA,21,54,9,21,11,13,11,29,40,11,3,4,16,18,62,Le Moyne,Merrimack,TRUE,FALSE,2024-01-13,H
