player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,game_id,location
4897300,I. Mushila,29,7,10,1,1,7,10,5,11,16,1,1,0,3,1,22,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2022-11-11,401487297,NA
4703701,D. Keys,17,2,6,0,1,0,0,1,3,4,0,1,0,0,1,4,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2022-11-11,401487297,NA
4897296,T. Tennyson,33,8,13,3,7,0,0,0,3,3,0,0,0,1,3,19,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2022-11-11,401487297,NA
4709017,R. Williams,19,2,5,1,4,0,0,0,0,0,0,1,0,1,0,5,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2022-11-11,401487297,NA
4703703,S. Fryer,18,0,1,0,1,0,0,1,2,3,4,0,1,3,4,0,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2022-11-11,401487297,NA
4897297,J. Sangha,7,0,1,0,0,0,0,1,0,1,0,1,1,1,4,0,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2022-11-11,401487297,NA
5107294,C. Kern,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2022-11-11,401487297,NA
5107291,J. Marshall,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2022-11-11,401487297,NA
5107290,J. Grandberry,7,1,3,1,2,1,2,0,1,1,1,0,1,0,2,4,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2022-11-11,401487297,NA
4897301,T. Murdix,19,2,5,0,1,3,6,1,2,3,5,7,0,3,2,7,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2022-11-11,401487297,NA
4897299,J. Roberts,3,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2022-11-11,401487297,NA
4897298,T. Nickelson,26,3,6,0,0,3,3,0,1,1,2,2,0,1,0,9,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2022-11-11,401487297,NA
4592869,J. Jackson,20,2,5,1,2,0,0,1,4,5,3,1,0,1,1,5,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2022-11-11,401487297,NA
NA,TEAM,NA,27,56,7,19,14,21,11,28,39,16,14,3,15,19,75,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2022-11-11,401487297,NA
