player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,game_id,location
4703701,D. Keys,15,4,6,0,0,0,0,0,2,2,1,0,0,1,0,8,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2022-12-16,401489641,NA
4897301,T. Murdix,20,2,5,0,1,2,3,0,2,2,5,3,0,0,2,6,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2022-12-16,401489641,NA
4897296,T. Tennyson,22,5,8,4,7,2,2,0,2,2,3,1,0,1,2,16,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2022-12-16,401489641,NA
4703703,S. Fryer,22,2,3,0,1,0,0,1,2,3,2,0,0,2,1,4,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2022-12-16,401489641,NA
4592869,J. Jackson,16,5,6,1,2,0,0,0,4,4,2,1,0,0,1,11,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2022-12-16,401489641,NA
4897302,O. Dease,18,2,5,0,1,2,2,0,4,4,0,1,1,2,3,6,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2022-12-16,401489641,NA
4897300,I. Mushila,16,6,9,0,0,7,7,2,2,4,1,2,0,2,1,19,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2022-12-16,401489641,NA
5107294,C. Kern,9,2,4,0,0,0,0,1,1,2,0,1,0,0,2,4,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2022-12-16,401489641,NA
5107291,J. Marshall,10,1,2,0,0,1,2,1,0,1,2,0,0,2,1,3,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2022-12-16,401489641,NA
5107290,J. Grandberry,18,1,4,1,1,2,2,0,1,1,1,1,1,2,2,5,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2022-12-16,401489641,NA
4897299,J. Roberts,18,5,8,3,5,4,6,2,2,4,1,2,0,0,1,17,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2022-12-16,401489641,NA
4709017,R. Williams,16,2,4,1,1,0,0,1,3,4,7,2,0,1,0,5,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2022-12-16,401489641,NA
NA,TEAM,NA,37,64,10,19,20,24,10,27,37,25,14,2,13,16,104,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2022-12-16,401489641,NA
