player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,game_id,location
4897300,I. Mushila,31,6,17,1,4,3,4,7,8,15,1,0,0,0,3,16,Texas A&M-Corpus Christi,NA,FALSE,TRUE,2023-03-16,401522123,NA
4703701,D. Keys,28,2,8,0,0,0,0,3,10,13,1,0,1,0,3,4,Texas A&M-Corpus Christi,NA,FALSE,TRUE,2023-03-16,401522123,NA
4897296,T. Tennyson,34,8,21,2,9,2,3,0,1,1,1,2,0,1,2,20,Texas A&M-Corpus Christi,NA,FALSE,TRUE,2023-03-16,401522123,NA
4703703,S. Fryer,26,1,2,0,1,0,0,0,1,1,2,1,1,1,4,2,Texas A&M-Corpus Christi,NA,FALSE,TRUE,2023-03-16,401522123,NA
4592869,J. Jackson,24,1,11,0,1,2,2,1,0,1,3,0,0,0,3,4,Texas A&M-Corpus Christi,NA,FALSE,TRUE,2023-03-16,401522123,NA
4897302,O. Dease,25,4,9,2,3,4,4,0,2,2,0,0,1,1,0,14,Texas A&M-Corpus Christi,NA,FALSE,FALSE,2023-03-16,401522123,NA
5107294,C. Kern,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Texas A&M-Corpus Christi,NA,FALSE,FALSE,2023-03-16,401522123,NA
5107291,J. Marshall,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Texas A&M-Corpus Christi,NA,FALSE,FALSE,2023-03-16,401522123,NA
5107290,J. Grandberry,5,1,1,0,0,2,2,0,0,0,0,0,0,2,0,4,Texas A&M-Corpus Christi,NA,FALSE,FALSE,2023-03-16,401522123,NA
4897299,J. Roberts,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas A&M-Corpus Christi,NA,FALSE,FALSE,2023-03-16,401522123,NA
4709017,R. Williams,23,3,6,2,2,3,3,0,0,0,0,1,0,0,3,11,Texas A&M-Corpus Christi,NA,FALSE,FALSE,2023-03-16,401522123,NA
NA,TEAM,NA,26,75,7,20,16,18,17,27,44,8,4,3,6,18,75,Texas A&M-Corpus Christi,NA,FALSE,FALSE,2023-03-16,401522123,NA
