player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,game_id,location
4897300,I. Mushila,33,7,9,0,0,11,14,2,8,10,0,3,0,1,2,25,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2023-01-26,401485410,NA
4897301,T. Murdix,37,5,10,0,0,7,7,1,6,7,15,1,0,3,4,17,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2023-01-26,401485410,NA
4897296,T. Tennyson,35,7,12,5,9,8,8,1,1,2,1,2,0,1,3,27,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2023-01-26,401485410,NA
4703703,S. Fryer,33,2,3,0,1,2,2,2,0,2,0,0,0,0,2,6,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2023-01-26,401485410,NA
4592869,J. Jackson,26,1,5,0,0,2,4,2,2,4,2,2,0,2,2,4,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2023-01-26,401485410,NA
4897302,O. Dease,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2023-01-26,401485410,NA
4703701,D. Keys,7,1,2,0,0,0,0,0,2,2,0,0,0,0,2,2,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2023-01-26,401485410,NA
4897298,T. Nickelson,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2023-01-26,401485410,NA
4709017,R. Williams,23,5,10,3,8,2,2,0,2,2,0,0,0,0,1,15,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2023-01-26,401485410,NA
NA,TEAM,NA,28,51,8,18,32,37,8,22,30,18,8,0,8,16,96,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2023-01-26,401485410,NA
