player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,game_id,location
4897300,I. Mushila,34,7,12,0,1,6,7,3,6,9,2,2,0,3,4,20,Texas A&M-Corpus Christi,NA,FALSE,TRUE,2023-01-19,401485398,NA
4703701,D. Keys,28,3,6,1,1,0,0,4,4,8,1,1,0,1,2,7,Texas A&M-Corpus Christi,NA,FALSE,TRUE,2023-01-19,401485398,NA
4897301,T. Murdix,32,4,9,0,2,2,4,3,1,4,9,4,0,6,3,10,Texas A&M-Corpus Christi,NA,FALSE,TRUE,2023-01-19,401485398,NA
4897296,T. Tennyson,17,5,14,3,7,0,0,1,1,2,0,1,0,2,4,13,Texas A&M-Corpus Christi,NA,FALSE,TRUE,2023-01-19,401485398,NA
4592869,J. Jackson,23,3,6,0,0,0,2,0,4,4,2,0,0,0,3,6,Texas A&M-Corpus Christi,NA,FALSE,TRUE,2023-01-19,401485398,NA
4897302,O. Dease,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Texas A&M-Corpus Christi,NA,FALSE,FALSE,2023-01-19,401485398,NA
4897297,J. Sangha,12,1,2,0,0,0,0,1,3,4,0,0,0,0,1,2,Texas A&M-Corpus Christi,NA,FALSE,FALSE,2023-01-19,401485398,NA
5107290,J. Grandberry,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,Texas A&M-Corpus Christi,NA,FALSE,FALSE,2023-01-19,401485398,NA
4897298,T. Nickelson,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Texas A&M-Corpus Christi,NA,FALSE,FALSE,2023-01-19,401485398,NA
4709017,R. Williams,19,0,5,0,2,0,0,0,1,1,0,2,0,1,3,0,Texas A&M-Corpus Christi,NA,FALSE,FALSE,2023-01-19,401485398,NA
4703703,S. Fryer,27,3,7,0,2,0,1,1,2,3,1,0,1,1,3,6,Texas A&M-Corpus Christi,NA,FALSE,FALSE,2023-01-19,401485398,NA
NA,TEAM,NA,27,65,4,16,8,14,16,23,39,15,10,1,14,24,66,Texas A&M-Corpus Christi,NA,FALSE,FALSE,2023-01-19,401485398,NA
