player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,game_id,location
4897300,I. Mushila,25,2,7,0,0,1,1,2,4,6,2,0,0,0,3,5,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2023-03-07,401524234,NA
4703701,D. Keys,26,8,15,0,0,2,2,6,4,10,3,1,0,1,3,18,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2023-03-07,401524234,NA
4897301,T. Murdix,31,7,17,1,2,2,2,2,2,4,6,3,0,1,2,17,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2023-03-07,401524234,NA
4897296,T. Tennyson,38,5,11,2,4,4,4,0,3,3,1,1,0,1,3,16,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2023-03-07,401524234,NA
4592869,J. Jackson,28,4,9,1,1,4,6,3,5,8,3,0,0,1,3,13,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2023-03-07,401524234,NA
4897302,O. Dease,6,0,2,0,1,0,0,0,0,0,0,0,0,1,4,0,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2023-03-07,401524234,NA
5107294,C. Kern,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2023-03-07,401524234,NA
5107290,J. Grandberry,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2023-03-07,401524234,NA
4709017,R. Williams,23,2,6,1,5,2,2,1,1,2,0,2,0,1,0,7,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2023-03-07,401524234,NA
4703703,S. Fryer,21,2,2,0,0,0,0,2,0,2,1,0,3,0,4,4,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2023-03-07,401524234,NA
NA,TEAM,NA,30,69,5,13,15,17,17,21,38,16,7,3,6,22,80,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2023-03-07,401524234,NA
