player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,game_id,location
4897300,I. Mushila,32,6,11,3,4,2,3,4,8,12,4,1,0,1,2,17,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2023-01-14,401485395,NA
4703701,D. Keys,19,0,4,0,0,0,0,3,4,7,0,0,0,3,3,0,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2023-01-14,401485395,NA
4897301,T. Murdix,27,4,9,0,0,2,2,2,1,3,5,5,0,1,4,10,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2023-01-14,401485395,NA
4897296,T. Tennyson,29,10,16,6,10,2,2,1,2,3,0,0,0,6,1,28,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2023-01-14,401485395,NA
4592869,J. Jackson,23,2,5,1,1,3,7,2,2,4,6,3,0,3,4,8,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2023-01-14,401485395,NA
4897302,O. Dease,9,1,2,0,1,0,0,0,0,0,0,0,0,1,2,2,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2023-01-14,401485395,NA
4897297,J. Sangha,9,2,3,0,0,0,1,3,1,4,0,0,0,0,5,4,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2023-01-14,401485395,NA
5107294,C. Kern,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2023-01-14,401485395,NA
5107291,J. Marshall,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2023-01-14,401485395,NA
5107290,J. Grandberry,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2023-01-14,401485395,NA
4897299,J. Roberts,5,1,2,1,1,0,0,0,1,1,0,0,0,0,0,3,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2023-01-14,401485395,NA
4897298,T. Nickelson,10,0,3,0,0,2,2,1,1,2,0,0,0,0,0,2,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2023-01-14,401485395,NA
4709017,R. Williams,20,5,6,4,5,0,0,0,0,0,3,2,0,1,2,14,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2023-01-14,401485395,NA
4703703,S. Fryer,13,2,3,1,2,2,2,0,0,0,0,0,0,0,3,7,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2023-01-14,401485395,NA
NA,TEAM,NA,34,65,16,24,13,19,17,22,39,18,11,0,17,26,97,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2023-01-14,401485395,NA
