player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,location
5176686,KC Ugwuakazi,10,1,6,0,0,0,0,2,1,3,0,0,0,0,0,2,East Texas A&M,NA,FALSE,TRUE,2025-03-09,NA
5108930,J. Brewer Jr.,30,4,9,1,6,4,5,0,5,5,0,0,1,3,2,13,East Texas A&M,NA,FALSE,TRUE,2025-03-09,NA
5108925,A. Dodd,25,1,3,0,1,1,2,0,1,1,3,1,0,1,2,3,East Texas A&M,NA,FALSE,TRUE,2025-03-09,NA
5108920,T. Lewis,24,0,5,0,4,1,2,0,4,4,0,2,0,1,1,1,East Texas A&M,NA,FALSE,TRUE,2025-03-09,NA
4702020,K. Williams,23,4,8,0,1,2,2,1,0,1,1,2,0,1,4,10,East Texas A&M,NA,FALSE,TRUE,2025-03-09,NA
5176685,K. Agwa,11,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,East Texas A&M,NA,FALSE,FALSE,2025-03-09,NA
4702082,Z. Garrett,18,2,4,0,1,2,3,0,1,1,1,2,2,1,3,6,East Texas A&M,NA,FALSE,FALSE,2025-03-09,NA
5176688,E. Phelps,9,2,3,2,3,0,0,0,0,0,0,0,1,0,1,6,East Texas A&M,NA,FALSE,FALSE,2025-03-09,NA
5108923,A. Abraham,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,East Texas A&M,NA,FALSE,FALSE,2025-03-09,NA
5107964,J. Weathers,20,0,3,0,3,0,0,0,1,1,2,0,0,1,2,0,East Texas A&M,NA,FALSE,FALSE,2025-03-09,NA
4904482,K. Abdul-Mateen,14,1,4,1,3,0,0,0,1,1,2,0,0,1,0,3,East Texas A&M,NA,FALSE,FALSE,2025-03-09,NA
4897017,VJ Reeves Jr.,12,0,7,0,6,0,0,0,0,0,0,1,0,0,2,0,East Texas A&M,NA,FALSE,FALSE,2025-03-09,NA
NA,TEAM,NA,16,54,4,28,10,14,7,18,25,9,9,5,10,18,46,East Texas A&M,NA,FALSE,FALSE,2025-03-09,NA
