player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,location
5108930,J. Brewer Jr.,34,5,13,1,6,0,0,3,6,9,0,2,4,1,2,11,East Texas A&M,NA,FALSE,TRUE,2025-03-09,NA
5108925,A. Dodd,21,2,6,0,3,1,1,1,2,3,0,1,0,1,1,5,East Texas A&M,NA,FALSE,TRUE,2025-03-09,NA
5108920,T. Lewis,29,3,6,0,2,0,0,0,5,5,2,2,3,4,2,6,East Texas A&M,NA,FALSE,TRUE,2025-03-09,NA
4904482,K. Abdul-Mateen,25,1,7,1,6,0,0,1,5,6,1,1,0,2,2,3,East Texas A&M,NA,FALSE,TRUE,2025-03-09,NA
4702020,K. Williams,26,5,17,3,10,0,0,0,0,0,1,2,0,1,1,13,East Texas A&M,NA,FALSE,TRUE,2025-03-09,NA
5176686,KC Ugwuakazi,8,2,4,0,2,0,0,0,1,1,0,0,1,0,1,4,East Texas A&M,NA,FALSE,FALSE,2025-03-09,NA
4702082,Z. Garrett,21,1,6,0,2,0,0,1,0,1,1,2,0,3,2,2,East Texas A&M,NA,FALSE,FALSE,2025-03-09,NA
5176688,E. Phelps,16,0,5,0,4,0,0,1,1,2,0,1,0,1,3,0,East Texas A&M,NA,FALSE,FALSE,2025-03-09,NA
5107964,J. Weathers,18,1,3,0,0,0,0,1,2,3,4,1,0,0,3,2,East Texas A&M,NA,FALSE,FALSE,2025-03-09,NA
4897017,VJ Reeves Jr.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,East Texas A&M,NA,FALSE,FALSE,2025-03-09,NA
NA,TEAM,NA,20,67,5,35,1,1,9,22,31,9,12,8,14,18,46,East Texas A&M,NA,FALSE,FALSE,2025-03-09,NA
