player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,location
5176685,K. Agwa,28,2,3,1,1,5,6,0,2,2,0,1,0,0,1,10,East Texas A&M,NA,FALSE,TRUE,2025-03-09,NA
5108930,J. Brewer Jr.,32,3,11,1,5,2,2,1,5,6,0,0,3,0,2,9,East Texas A&M,NA,FALSE,TRUE,2025-03-09,NA
5108925,A. Dodd,28,3,6,1,2,2,2,2,0,2,3,1,1,3,0,9,East Texas A&M,NA,FALSE,TRUE,2025-03-09,NA
5108920,T. Lewis,30,4,10,1,4,1,1,0,2,2,0,1,0,0,1,10,East Texas A&M,NA,FALSE,TRUE,2025-03-09,NA
4702020,K. Williams,33,6,12,1,5,2,2,1,1,2,4,0,0,4,1,15,East Texas A&M,NA,FALSE,TRUE,2025-03-09,NA
5176686,KC Ugwuakazi,4,0,1,0,0,2,2,1,0,1,0,0,0,0,1,2,East Texas A&M,NA,FALSE,FALSE,2025-03-09,NA
5176688,E. Phelps,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,East Texas A&M,NA,FALSE,FALSE,2025-03-09,NA
5108923,A. Abraham,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,East Texas A&M,NA,FALSE,FALSE,2025-03-09,NA
5107964,J. Weathers,12,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,East Texas A&M,NA,FALSE,FALSE,2025-03-09,NA
4904482,K. Abdul-Mateen,8,1,3,0,1,0,0,0,0,0,0,0,0,0,1,2,East Texas A&M,NA,FALSE,FALSE,2025-03-09,NA
4897017,VJ Reeves Jr.,16,2,5,2,5,0,0,0,0,0,1,0,0,0,3,6,East Texas A&M,NA,FALSE,FALSE,2025-03-09,NA
NA,TEAM,NA,21,53,7,24,14,15,6,12,18,10,4,4,9,11,63,East Texas A&M,NA,FALSE,FALSE,2025-03-09,NA
