player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,location
5108973,G. Clark,26,4,10,0,2,0,0,1,3,4,1,0,1,0,5,8,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2025-03-09,NA
4897302,O. Dease,17,2,5,1,3,0,0,0,3,3,2,0,0,1,1,5,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2025-03-09,NA
5107293,S. Giwa,26,1,2,0,0,3,4,2,3,5,1,1,0,0,4,5,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2025-03-09,NA
4897299,J. Roberts,17,5,12,3,5,2,2,3,2,5,2,1,0,1,1,15,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2025-03-09,NA
4431994,M. Humphrey,26,0,2,0,1,3,4,0,2,2,3,0,0,1,1,3,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2025-03-09,NA
5108912,D. Prim,24,8,11,1,3,2,3,4,3,7,1,0,0,2,4,19,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2025-03-09,NA
5176712,T. Washington Jr.,25,4,9,4,8,5,7,1,1,2,2,3,1,1,3,17,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2025-03-09,NA
5176708,D. Wright-Forde,23,3,12,0,3,1,2,2,2,4,3,2,0,0,2,7,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2025-03-09,NA
5108903,L. Paul,16,0,1,0,0,0,1,0,0,0,4,0,0,0,1,0,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2025-03-09,NA
NA,TEAM,NA,27,64,9,25,16,23,16,20,36,19,7,2,8,22,79,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2025-03-09,NA
