player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,location
5108973,G. Clark,27,5,8,0,2,3,4,4,1,5,0,0,0,1,4,13,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2025-03-09,NA
5107293,S. Giwa,23,2,5,0,0,2,2,5,7,12,1,0,3,0,3,6,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2025-03-09,NA
5176710,K. Parker,21,1,5,1,5,0,0,0,1,1,1,1,0,1,0,3,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2025-03-09,NA
5176708,D. Wright-Forde,11,0,6,0,3,0,0,1,0,1,0,2,0,1,1,0,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2025-03-09,NA
5108903,L. Paul,9,2,5,1,3,0,0,1,2,3,0,1,0,3,2,5,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2025-03-09,NA
5108912,D. Prim,30,6,9,3,5,4,5,2,5,7,2,3,0,0,3,19,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2025-03-09,NA
4897302,O. Dease,18,1,6,1,3,0,1,0,3,3,4,1,0,2,4,3,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2025-03-09,NA
5176712,T. Washington Jr.,17,0,6,0,3,0,0,1,3,4,1,1,1,1,2,0,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2025-03-09,NA
4897299,J. Roberts,13,1,6,1,5,0,0,0,0,0,1,0,0,0,2,3,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2025-03-09,NA
4431994,M. Humphrey,31,2,5,0,0,6,8,1,2,3,5,1,0,2,1,10,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2025-03-09,NA
NA,TEAM,NA,20,61,7,29,15,20,17,25,42,15,10,4,12,22,62,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2025-03-09,NA
