player_id,player,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,location
5108973,G. Clark,37,8,16,0,2,6,7,7,6,13,1,2,1,2,2,22,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2025-03-09,NA
4897302,O. Dease,21,2,7,1,5,0,2,1,4,5,4,0,0,2,3,5,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2025-03-09,NA
5107293,S. Giwa,16,4,6,0,0,0,1,3,2,5,1,0,0,0,2,8,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2025-03-09,NA
4897299,J. Roberts,16,0,6,0,1,1,2,0,0,0,2,1,0,2,0,1,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2025-03-09,NA
4431994,M. Humphrey,34,2,5,0,1,1,1,1,3,4,2,3,0,2,1,5,Texas A&M-Corpus Christi,NA,TRUE,TRUE,2025-03-09,NA
5108912,D. Prim,26,3,7,2,3,0,0,2,6,8,2,1,0,2,3,8,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2025-03-09,NA
5176712,T. Washington Jr.,19,2,5,0,2,2,2,1,3,4,1,1,0,0,4,6,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2025-03-09,NA
5176709,C. Villegas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2025-03-09,NA
5176708,D. Wright-Forde,31,6,16,0,2,2,3,0,3,3,1,2,1,1,1,14,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2025-03-09,NA
NA,TEAM,NA,27,68,3,16,12,18,17,27,44,14,10,2,12,16,69,Texas A&M-Corpus Christi,NA,TRUE,FALSE,2025-03-09,NA
